name,bucket
KindleSend.json,kkzzhizhou/scoop-zapps
AutoDeleteFileOnPCWechat.json,kkzzhizhou/scoop-zapps
linux-command.json,kkzzhizhou/scoop-zapps
LLFTOOL.json,kkzzhizhou/scoop-zapps
electerm.json,kkzzhizhou/scoop-zapps
BitTorrent-Portable.json,kkzzhizhou/scoop-zapps
AliIM.json,kkzzhizhou/scoop-zapps
NoxPlayer.json,kkzzhizhou/scoop-zapps
WinNTSetup.json,kkzzhizhou/scoop-zapps
QiDian.json,kkzzhizhou/scoop-zapps
SogouWubi-Portable.json,kkzzhizhou/scoop-zapps
ContextMenuManager.json,kkzzhizhou/scoop-zapps
SIW.json,kkzzhizhou/scoop-zapps
BatToExeConverter.json,kkzzhizhou/scoop-zapps
HWIDGEN.json,kkzzhizhou/scoop-zapps
wps.json,kkzzhizhou/scoop-zapps
CorelDraw.json,kkzzhizhou/scoop-zapps
ifly-pinyin.json,kkzzhizhou/scoop-zapps
VMware-viclient.json,kkzzhizhou/scoop-zapps
BlueLifeHostsEditor.json,kkzzhizhou/scoop-zapps
nextcloud-uploader.json,kkzzhizhou/scoop-zapps
tortoisesvn.json,kkzzhizhou/scoop-zapps
AnyTXT.json,kkzzhizhou/scoop-zapps
ThunderS.json,kkzzhizhou/scoop-zapps
Obsidian.json,kkzzhizhou/scoop-zapps
unlock-music.json,kkzzhizhou/scoop-zapps
ComIntRep.json,kkzzhizhou/scoop-zapps
Reg2Nsis.json,kkzzhizhou/scoop-zapps
verysync.json,kkzzhizhou/scoop-zapps
SunloginClient.json,kkzzhizhou/scoop-zapps
ProcessExplorer.json,kkzzhizhou/scoop-zapps
BingDianWenku.json,kkzzhizhou/scoop-zapps
Cache-Relocator.json,kkzzhizhou/scoop-zapps
SecureCRT.json,kkzzhizhou/scoop-zapps
aliyunpan.json,kkzzhizhou/scoop-zapps
AcronisTrueImage.json,kkzzhizhou/scoop-zapps
nmap_kkzzhizhou.json,kkzzhizhou/scoop-zapps
WimTool.json,kkzzhizhou/scoop-zapps
nuclear.json,kkzzhizhou/scoop-zapps
AutoGUI.json,kkzzhizhou/scoop-zapps
ABBYYFineReader.json,kkzzhizhou/scoop-zapps
HDTunePro.json,kkzzhizhou/scoop-zapps
WechatWork.json,kkzzhizhou/scoop-zapps
QOwnNotes.json,kkzzhizhou/scoop-zapps
registry-finder.json,kkzzhizhou/scoop-zapps
PartAssist.json,kkzzhizhou/scoop-zapps
goproxy.json,kkzzhizhou/scoop-zapps
ShadowsocksR.json,kkzzhizhou/scoop-zapps
360Chrome.json,kkzzhizhou/scoop-zapps
NavicatPremium.json,kkzzhizhou/scoop-zapps
KindleUnpack.json,kkzzhizhou/scoop-zapps
Stickies.json,kkzzhizhou/scoop-zapps
ApkMessenger.json,kkzzhizhou/scoop-zapps
googlechrome.json,kkzzhizhou/scoop-zapps
TuBaTool.json,kkzzhizhou/scoop-zapps
RAMExpect.json,kkzzhizhou/scoop-zapps
WinSW_kkzzhizhou.json,kkzzhizhou/scoop-zapps
Grub2.json,kkzzhizhou/scoop-zapps
RaiDrive.json,kkzzhizhou/scoop-zapps
DeskDock.json,kkzzhizhou/scoop-zapps
EasyBCD.json,kkzzhizhou/scoop-zapps
anki-with-sync.json,kkzzhizhou/scoop-zapps
AdobePhotoshopCC.json,kkzzhizhou/scoop-zapps
EnigmaVirtualBox.json,kkzzhizhou/scoop-zapps
EassosRestore.json,kkzzhizhou/scoop-zapps
TotalUninstallPro.json,kkzzhizhou/scoop-zapps
R-Studio.json,kkzzhizhou/scoop-zapps
WsaToolbox.json,kkzzhizhou/scoop-zapps
coodesker.json,kkzzhizhou/scoop-zapps
Zkey.json,kkzzhizhou/scoop-zapps
SpacedeskViewer.json,kkzzhizhou/scoop-zapps
rustdesk.json,kkzzhizhou/scoop-zapps
MusicTools.json,kkzzhizhou/scoop-zapps
ThunderSpeed.json,kkzzhizhou/scoop-zapps
Archivarius3000.json,kkzzhizhou/scoop-zapps
chrome-with-flash.json,kkzzhizhou/scoop-zapps
SetUserFTA.json,kkzzhizhou/scoop-zapps
Venue11Remap.json,kkzzhizhou/scoop-zapps
Synergy.json,kkzzhizhou/scoop-zapps
journey.json,kkzzhizhou/scoop-zapps
USBSafelyRemove.json,kkzzhizhou/scoop-zapps
WSA.json,kkzzhizhou/scoop-zapps
Document-TagExplorer.json,kkzzhizhou/scoop-zapps
BaiduNetdisk.json,kkzzhizhou/scoop-zapps
wimlib.json,kkzzhizhou/scoop-zapps
DingTalk.json,kkzzhizhou/scoop-zapps
FrpcGUI.json,kkzzhizhou/scoop-zapps
Foxmail.json,kkzzhizhou/scoop-zapps
xftp7p.json,kkzzhizhou/scoop-zapps
Thunder.json,kkzzhizhou/scoop-zapps
ZeroTier.json,kkzzhizhou/scoop-zapps
SetDefaultBrowser.json,kkzzhizhou/scoop-zapps
utorrent.json,kkzzhizhou/scoop-zapps
Roadkil-DiskImage.json,kkzzhizhou/scoop-zapps
FileLocatorPro.json,kkzzhizhou/scoop-zapps
TreeSize.json,kkzzhizhou/scoop-zapps
CorelVideoStudio.json,kkzzhizhou/scoop-zapps
Whitecloud.json,kkzzhizhou/scoop-zapps
Copies.json,kkzzhizhou/scoop-zapps
mailmaster.json,kkzzhizhou/scoop-zapps
homedale.json,kkzzhizhou/scoop-zapps
sdkman.json,kkzzhizhou/scoop-zapps
ResilioSync.json,kkzzhizhou/scoop-zapps
Xftp.json,kkzzhizhou/scoop-zapps
tinyMediaManager.json,kkzzhizhou/scoop-zapps
neteasepopo.json,kkzzhizhou/scoop-zapps
irreader.json,kkzzhizhou/scoop-zapps
MergeGen.json,kkzzhizhou/scoop-zapps
Xshell.json,kkzzhizhou/scoop-zapps
RemoteAppTool.json,kkzzhizhou/scoop-zapps
Bandicam-portable.json,kkzzhizhou/scoop-zapps
GPUShark.json,kkzzhizhou/scoop-zapps
TianRuoOCR.json,kkzzhizhou/scoop-zapps
UltraISO.json,kkzzhizhou/scoop-zapps
SecoClient.json,kkzzhizhou/scoop-zapps
officetool.json,kkzzhizhou/scoop-zapps
Xmanager.json,kkzzhizhou/scoop-zapps
Windows10Manager.json,kkzzhizhou/scoop-zapps
BlackBird-Player.json,kkzzhizhou/scoop-zapps
ManicTime.json,kkzzhizhou/scoop-zapps
ssr-native.json,kkzzhizhou/scoop-zapps
CompileAHK.json,kkzzhizhou/scoop-zapps
RegConvert.json,kkzzhizhou/scoop-zapps
magnetW.json,kkzzhizhou/scoop-zapps
LuDaShi.json,kkzzhizhou/scoop-zapps
FlickerList.json,kkzzhizhou/scoop-zapps
WTGA.json,kkzzhizhou/scoop-zapps
NpcGUI.json,kkzzhizhou/scoop-zapps
Alt-C.json,kkzzhizhou/scoop-zapps
SSDLife.json,kkzzhizhou/scoop-zapps
V2V-Converter.json,kkzzhizhou/scoop-zapps
gife.json,kkzzhizhou/scoop-zapps
EverythingToolbar.json,kkzzhizhou/scoop-zapps
LetsView.json,kkzzhizhou/scoop-zapps
lockhunter.json,kkzzhizhou/scoop-zapps
SpacedeskDriver.json,kkzzhizhou/scoop-zapps
Sandboxie-Classic.json,kkzzhizhou/scoop-zapps
PandaOCR.json,kkzzhizhou/scoop-zapps
Notepad3-mod.json,kkzzhizhou/scoop-zapps
AdobeIllustrator.json,kkzzhizhou/scoop-zapps
QQ.json,kkzzhizhou/scoop-zapps
DriverGenius.json,kkzzhizhou/scoop-zapps
Bootice.json,kkzzhizhou/scoop-zapps
multimarkdown.json,kkzzhizhou/scoop-zapps
officetool-dotnet.json,kkzzhizhou/scoop-zapps
xshell7p.json,kkzzhizhou/scoop-zapps
FileMenuTools.json,kkzzhizhou/scoop-zapps
nps-client.json,kkzzhizhou/scoop-zapps
Autoruns.json,kkzzhizhou/scoop-zapps
TwomonUSB.json,kkzzhizhou/scoop-zapps
360NetRepair.json,kkzzhizhou/scoop-zapps
wintogo.json,kkzzhizhou/scoop-zapps
DriverTalent.json,kkzzhizhou/scoop-zapps
InnoExtractor.json,kkzzhizhou/scoop-zapps
PhotoZoomPro.json,kkzzhizhou/scoop-zapps
ByPass.json,kkzzhizhou/scoop-zapps
SetACL.json,kkzzhizhou/scoop-zapps
ecloud.json,kkzzhizhou/scoop-zapps
termius.json,kkzzhizhou/scoop-zapps
VbsToExe.json,kkzzhizhou/scoop-zapps
winsnap.json,kkzzhizhou/scoop-zapps
SogouPinyin-Portable.json,kkzzhizhou/scoop-zapps
lx-music-desktop.json,kkzzhizhou/scoop-zapps
Proxifier.json,kkzzhizhou/scoop-zapps
AutoHotkey.json,kkzzhizhou/scoop-zapps
RightMenuMgr.json,kkzzhizhou/scoop-zapps
ZY-Player.json,kkzzhizhou/scoop-zapps
subconverter_kkzzhizhou.json,kkzzhizhou/scoop-zapps
Charles.json,kkzzhizhou/scoop-zapps
WubiLex.json,kkzzhizhou/scoop-zapps
NoxPlayer.json,Weidows-projects/scoop-3rd
wps-office.json,Weidows-projects/scoop-3rd
Auto_Bangumi.json,Weidows-projects/scoop-3rd
Fluent-for-Steam.json,Weidows-projects/scoop-3rd
KugouMusic.json,Weidows-projects/scoop-3rd
karing.json,Weidows-projects/scoop-3rd
wps-photoplus.json,Weidows-projects/scoop-3rd
vscode-portable-association.json,Weidows-projects/scoop-3rd
poetry_Weidows-projects.json,Weidows-projects/scoop-3rd
UsbEAm-Hosts-Editor.json,Weidows-projects/scoop-3rd
obs-plugin-droidcam_fixed.json,Weidows-projects/scoop-3rd
anaconda3.json,Weidows-projects/scoop-3rd
glazewm.json,Weidows-projects/scoop-3rd
LM-Studio.json,Weidows-projects/scoop-3rd
ComfyUI-Windows-Portable.json,Weidows-projects/scoop-3rd
CAJViewer.json,Weidows-projects/scoop-3rd
steam-theme-Zehn.json,Weidows-projects/scoop-3rd
Iobitdriverbooster.json,Weidows-projects/scoop-3rd
ollama_Weidows-projects.json,Weidows-projects/scoop-3rd
Synergy-Binaries.json,Weidows-projects/scoop-3rd
Motrix-linking-aria2.json,Weidows-projects/scoop-3rd
WePE.json,Weidows-projects/scoop-3rd
OBSStudio-Portable.json,Weidows-projects/scoop-3rd
jianyingpro-with-ffmpeg.json,Weidows-projects/scoop-3rd
chrome-for-testing121.json,Weidows-projects/scoop-3rd
everyone-can-use-english.json,Weidows-projects/scoop-3rd
ExVR.json,Weidows-projects/scoop-3rd
CefDetectorX.json,Weidows-projects/scoop-3rd
MyDockFinder.json,Weidows-projects/scoop-3rd
Windows-Theme-HighContract-Tokyo-Night.json,Weidows-projects/scoop-3rd
AutumnBox.json,Weidows-projects/scoop-3rd
cudnn-4cuda12.json,Weidows-projects/scoop-3rd
cursor-TinyHand.json,Weidows-projects/scoop-3rd
bilibili-backup.json,Weidows-projects/scoop-3rd
cuda12.4.json,Weidows-projects/scoop-3rd
MicrosoftEdge-dev-portable.json,Weidows-projects/scoop-3rd
pcstory.json,Weidows-projects/scoop-3rd
psmodule-GuiCompletion.json,Weidows-projects/scoop-3rd
AIStarter.json,Weidows-projects/scoop-3rd
Bongocat-Mver.json,Weidows-projects/scoop-3rd
tickeys.json,Weidows-projects/scoop-3rd
sigma-file-manager.json,Weidows-projects/scoop-3rd
biliup-app.json,Weidows-projects/scoop-3rd
Kemono-scraper.json,Weidows-projects/scoop-3rd
AdvancedWgetGUI-Portable.json,Weidows-projects/scoop-3rd
bw_add_sshkeys.json,Weidows-projects/scoop-3rd
Jeenpi.json,Weidows-projects/scoop-3rd
gptcommit.json,Weidows-projects/scoop-3rd
autoMate.json,Weidows-projects/scoop-3rd
fuck-u-code.json,Weidows-projects/scoop-3rd
SFP.json,Weidows-projects/scoop-3rd
git-all.json,Weidows-projects/scoop-3rd
Mobaxterm-Chinese.json,Weidows-projects/scoop-3rd
psmodule-7Zip4Powershell.json,Weidows-projects/scoop-3rd
warp-cloudflare.json,Weidows-projects/scoop-3rd
anime4k-glsl-high.json,Weidows-projects/scoop-3rd
pipx-poetry.json,Weidows-projects/scoop-3rd
ChatBox.json,Weidows-projects/scoop-3rd
VRCFaceTracking.json,Weidows-projects/scoop-3rd
chrome-power-app.json,Weidows-projects/scoop-3rd
Air_Weidows-projects.json,Weidows-projects/scoop-3rd
test.json,Weidows-projects/scoop-3rd
animeko.json,Weidows-projects/scoop-3rd
360zip.json,Weidows-projects/scoop-3rd
QuickCut.json,Weidows-projects/scoop-3rd
Kabegame.json,Weidows-projects/scoop-3rd
XStudio.json,Weidows-projects/scoop-3rd
deskflow.json,Weidows-projects/scoop-3rd
LunaBox.json,Weidows-projects/scoop-3rd
bun_Weidows-projects.json,Weidows-projects/scoop-3rd
hfd.json,Weidows-projects/scoop-3rd
widgets.json,Weidows-projects/scoop-3rd
ZipCracker.json,Weidows-projects/scoop-3rd
scoop-ext.json,Weidows-projects/scoop-3rd
sshpass.json,Weidows-projects/scoop-3rd
fav.json,Weidows-projects/scoop-3rd
psmodule-PowerShellAI.json,Weidows-projects/scoop-3rd
uv-portable-cn.json,Weidows-projects/scoop-3rd
gamebuff.json,Weidows-projects/scoop-3rd
ImageMagick-portable-Q16-HDRI.json,Weidows-projects/scoop-3rd
BrutalityExtractor.json,Weidows-projects/scoop-3rd
Archive-password-cracker.json,Weidows-projects/scoop-3rd
EasySpider.json,Weidows-projects/scoop-3rd
PartAssist.json,Weidows-projects/scoop-3rd
ApiPost.json,Weidows-projects/scoop-3rd
StarRailCopilot.json,Weidows-projects/scoop-3rd
defender-control.json,Weidows-projects/scoop-3rd
windows-defender-remover.json,Weidows-projects/scoop-3rd
Snap.Hutao.json,Weidows-projects/scoop-3rd
KikoPlay.json,Weidows-projects/scoop-3rd
GithubStarsManager.json,Weidows-projects/scoop-3rd
gpu-kill.json,Weidows-projects/scoop-3rd
waveterm.json,Weidows-projects/scoop-3rd
g-helper.json,Weidows-projects/scoop-3rd
Thunder-Professional.json,Weidows-projects/scoop-3rd
KeySound.json,Weidows-projects/scoop-3rd
PanJi-GreenTools.json,Weidows-projects/scoop-3rd
login_bili_go.json,Weidows-projects/scoop-3rd
hello-vam.json,Weidows-projects/scoop-3rd
lan-mouse.json,Weidows-projects/scoop-3rd
DnsTools.json,Weidows-projects/scoop-3rd
bottom_Weidows-projects.json,Weidows-projects/scoop-3rd
PostImages-client-portable.json,Weidows-projects/scoop-3rd
VirtualDesktop.json,Weidows-projects/scoop-3rd
AIO-Boot.json,Weidows-projects/scoop-3rd
cuda12.8.json,Weidows-projects/scoop-3rd
tiantian-workbench.json,Weidows-projects/scoop-3rd
obs-plugin-auto-subtitle.json,Weidows-projects/scoop-3rd
HandWrite.json,Weidows-projects/scoop-3rd
Edge-Webdriver-Stable.json,Weidows-projects/scoop-3rd
UsbEAm-Hosts-Editor.json,Weidows-projects/scoop-3rd
wps-photo-plus.json,Weidows-projects/scoop-3rd
docker-desktop-with-compose.json,Weidows-projects/scoop-3rd
animation-garden-desktop.json,Weidows-projects/scoop-3rd
UltraUXThemePatcher.json,Weidows-projects/scoop-3rd
Sheas-Cealer.json,Weidows-projects/scoop-3rd
VRC-OBS-Overlay.json,Weidows-projects/scoop-3rd
ok-wuthering-waves.json,Weidows-projects/scoop-3rd
wwgjx-portable.json,Weidows-projects/scoop-3rd
SideQuest.json,Weidows-projects/scoop-3rd
Edge-Webdriver.json,Weidows-projects/scoop-3rd
bongocat-osu.json,Weidows-projects/scoop-3rd
biliTickerBuy.json,Weidows-projects/scoop-3rd
WondershareUniconverter.json,Weidows-projects/scoop-3rd
FileTypesMan_Chinese.json,Weidows-projects/scoop-3rd
Jvedio.json,Weidows-projects/scoop-3rd
RunCat-zhiyin.json,Weidows-projects/scoop-3rd
obs-plugin-scale-to-sound.json,Weidows-projects/scoop-3rd
aws-portable.json,Weidows-projects/scoop-3rd
griddycode.json,Weidows-projects/scoop-3rd
pnpm_Weidows-projects.json,Weidows-projects/scoop-3rd
He3.json,Weidows-projects/scoop-3rd
obs-plugin-backgroundremoval.json,Weidows-projects/scoop-3rd
parsec-vdd.json,Weidows-projects/scoop-3rd
audius.json,Weidows-projects/scoop-3rd
Clash-for-Windows_Chinese.json,Weidows-projects/scoop-3rd
tdl.json,Weidows-projects/scoop-3rd
64Gram-tdesktop-fork.json,Weidows-projects/scoop-3rd
dev-sidecar.json,Weidows-projects/scoop-3rd
Lively-Wallpaper.json,Weidows-projects/scoop-3rd
nexus-terminal.json,Weidows-projects/scoop-3rd
WSABuild.json,Weidows-projects/scoop-3rd
ja-netfilter-modified.json,Weidows-projects/scoop-3rd
Waifu2x-Extension-GUI.json,Weidows-projects/scoop-3rd
jvms.json,Weidows-projects/scoop-3rd
gtk-runtime.json,Weidows-projects/scoop-3rd
wutils.json,Weidows-projects/scoop-3rd
MiFlash-with-BL_Unlocker.json,Weidows-projects/scoop-3rd
GPT-SoVITS-nvidia50.json,Weidows-projects/scoop-3rd
SmartSystemMenu.json,Weidows-projects/scoop-3rd
GUI.for.SingBox.json,Weidows-projects/scoop-3rd
octave-cn.json,Weidows-projects/scoop-3rd
jetbrains-toolbox.json,Weidows-projects/scoop-3rd
SamToki-pack.json,Weidows-projects/scoop-3rd
tbtool.json,Weidows-projects/scoop-3rd
Game-Cheats-Manager.json,Weidows-projects/scoop-3rd
cygwin-libs-hentai.json,Weidows-projects/scoop-3rd
encore.json,Weidows-projects/scoop-3rd
Nyushu-font.json,Weidows-projects/scoop-3rd
Sapphire-EnhancedDesktop.json,Weidows-projects/scoop-3rd
shion.json,Weidows-projects/scoop-3rd
Adwaita-for-Steam.json,Weidows-projects/scoop-3rd
ModOrganizer.json,Weidows-projects/scoop-3rd
choco.json,Weidows-projects/scoop-3rd
SD-LoRA-Manager.json,Weidows-projects/scoop-3rd
winxray.json,Weidows-projects/scoop-3rd
plugin-manager-OBS.json,Weidows-projects/scoop-3rd
SourceTree.json,Weidows-projects/scoop-3rd
eva_Weidows-projects.json,Weidows-projects/scoop-3rd
osu-lazer.json,Weidows-projects/scoop-3rd
DigitalMate2D.json,Weidows-projects/scoop-3rd
Cursor.json,Weidows-projects/scoop-3rd
Pixeval.json,Weidows-projects/scoop-3rd
MouseInc.json,Weidows-projects/scoop-3rd
intel-one-mono.json,Weidows-projects/scoop-3rd
chrome121.json,Weidows-projects/scoop-3rd
webbrain.json,Weidows-projects/scoop-3rd
CabMaker.json,Weidows-projects/scoop-3rd
PCmaster.json,Weidows-projects/scoop-3rd
firefox-developer-zh-cn-portable.json,Weidows-projects/scoop-3rd
Starward.json,Weidows-projects/scoop-3rd
SteamOK.json,Weidows-projects/scoop-3rd
YUMI-UEFIPortable.json,Weidows-projects/scoop-3rd
clash.net.json,Weidows-projects/scoop-3rd
gvm.json,Weidows-projects/scoop-3rd
BADownloaderUI.json,Weidows-projects/scoop-3rd
utools-install.json,Weidows-projects/scoop-3rd
MyJoy.json,Weidows-projects/scoop-3rd
adspower.json,Weidows-projects/scoop-3rd
WingetUI.json,Weidows-projects/scoop-3rd
chrome103.json,Weidows-projects/scoop-3rd
auto-caption.json,Weidows-projects/scoop-3rd
muxun-accelerator.json,Weidows-projects/scoop-3rd
Sam-Toki-Mouse-Cursors.json,Weidows-projects/scoop-3rd
DevEco-Studio.json,Weidows-projects/scoop-3rd
Biu.json,Weidows-projects/scoop-3rd
N0vaDesktop.json,Weidows-projects/scoop-3rd
kassistant-live2d.json,Weidows-projects/scoop-3rd
x-studio.json,Weidows-projects/scoop-3rd
nvm_Weidows-projects.json,Weidows-projects/scoop-3rd
ImageSearch.json,Weidows-projects/scoop-3rd
7zip-zstd-instead.json,Weidows-projects/scoop-3rd
telegram-downloader.json,Weidows-projects/scoop-3rd
mpv_PlayKit.json,Weidows-projects/scoop-3rd
Dependency-Walker.json,Weidows-projects/scoop-3rd
windows-defender-control.json,Weidows-projects/scoop-3rd
GitHub520.json,Weidows-projects/scoop-3rd
KitX.json,Weidows-projects/scoop-3rd
UmamusumeResponseAnalyzer.json,Weidows-projects/scoop-3rd
TagUI.json,Weidows-projects/scoop-3rd
RM-ATKtools.json,Weidows-projects/scoop-3rd
yas.json,Weidows-projects/scoop-3rd
YoudaoDict-portable.json,Weidows-projects/scoop-3rd
XYplorer.json,Weidows-projects/scoop-3rd
OperatorMonoSSmNerdLig.json,Weidows-projects/scoop-3rd
Remix-desktop.json,Weidows-projects/scoop-3rd
vscode.json,Weidows-projects/scoop-3rd
autocut.json,Weidows-projects/scoop-3rd
thief.json,Weidows-projects/scoop-3rd
UmaAi.json,Weidows-projects/scoop-3rd
xmanager.json,SayCV/scoop-cvp
gcc-arm-none-linux-gnueabihf.json,SayCV/scoop-cvp
wkhtmltopdf_SayCV.json,SayCV/scoop-cvp
windows-terminal-preview.json,SayCV/scoop-cvp
pointofix-lang.json,SayCV/scoop-cvp
x64dbg-plugins.json,SayCV/scoop-cvp
msys2_SayCV.json,SayCV/scoop-cvp
jlink512.json,SayCV/scoop-cvp
adobeillustratorlite.json,SayCV/scoop-cvp
spotlight-desktop.json,SayCV/scoop-cvp
fastcopy-m.json,SayCV/scoop-cvp
xy-vsfilter.json,SayCV/scoop-cvp
copy-excel-paste-markdown.json,SayCV/scoop-cvp
verilator.json,SayCV/scoop-cvp
iar-ewarm-8421-23878.json,SayCV/scoop-cvp
eastmoney-desktop.json,SayCV/scoop-cvp
linkscope.json,SayCV/scoop-cvp
electerm_SayCV.json,SayCV/scoop-cvp
gcc-aarch64-none-linux-gnu.json,SayCV/scoop-cvp
trainer-witcher3-3dm.json,SayCV/scoop-cvp
testcase.json,SayCV/scoop-cvp
windterm.json,SayCV/scoop-cvp
qqlive-cvp.json,SayCV/scoop-cvp
iqiyi-cvp.json,SayCV/scoop-cvp
bypass_SayCV.json,SayCV/scoop-cvp
foxmail_SayCV.json,SayCV/scoop-cvp
windbg.json,SayCV/scoop-cvp
dependencies.json,SayCV/scoop-cvp
zxhn-f610gv9-crcv.json,SayCV/scoop-cvp
msoffice2016-4in1.json,SayCV/scoop-cvp
stopwatch.json,SayCV/scoop-cvp
qbittorrent-enh.json,SayCV/scoop-cvp
